Stt|Mã môn học|Tên môn học|Giáo viên nhập|Tên sách|Tác giả|Năm xb|Nơi xb/ Nhà xb|Ghi chú tài liệu|Tình trạng|Nơi lưu trữ|Tên sách đề nghị kiểm tra hoặc thay thế
793|LNGH23302|Lâm nghiệp xã hội|EASRD, 2005. Đổi mới Lâm Trường quốc doanh tại Việt nam. (Nơi lưu trữ: Bộ môn LNXH)|Đổi mới Lâm Trường quốc doanh tại Việt nam.|EASRD|2005||Tk|Phải nộp hoặc đổi tài liệu|Khoa/ BM|
794|LNGH23302|Lâm nghiệp xã hội|William D. Sunderlin và Huỳnh Thu Ba, 2005. Giảm nghèo và rừng ở Việt nam. (Nơi lưu trữ: Bộ môn LNXH)|Giảm nghèo và rừng ở Việt nam.|William D. Sunderlin và Huỳnh Thu B|2005| (Nơi lưu trữ: Bộ môn LNXH)|Tk|Đã có|TTTT-TV|
795|LNGH23302|Lâm nghiệp xã hội|Giao đất giao rừng trong bối cảnh tái cơ cấu ngành lâm nghiệp: Cơ hội và thách thức. Funded by Tropenbos và Forest Trend. Hà nội. (Nơi lưu trữ: Bộ môn LNXH).|Giao đất giao rừng trong bối cảnh tái cơ cấu ngành lâm nghiệp: Cơ hội và thách thức.|||Funded by Tropenbos và Forest Trend. Hà nội.|Tk|Phải nộp hoặc đổi tài liệu|Khoa/ BM|
796|LNGH23302|Lâm nghiệp xã hội|Đăng Kim Vui và cộng sự, 2007. Phương pháp tiếp cận có sự tham gia trong phát triển Lâm nghiệp Xã hội. Nhà xuất bản Nông Nghiệp Hà nội.Tô Xuân Phúc, Trần Hữu Nghị, 2014. (Nơi lưu trữ: Bộ môn LNXH)|Phương pháp tiếp cận có sự tham gia trong phát triển Lâm nghiệp Xã hội.| Đăng Kim Vui và cộng sự|2014| Nhà xuất bản Nông Nghiệp Hà nội|Tk|Phải nộp hoặc đặt mua|Khoa/ BM|
797|LNGH23502|Nghiệp vụ hành chính lâm nghiệp|Bài giảng Nghiệp vụ hành chính lâm nghiệp do nhóm giảng viên phụ trách môn học biên soạn.|Bài giảng Nghiệp vụ hành chính lâm nghiệp do nhóm giảng viên phụ trách môn học biên soạn.||||Bb|Đang bổ sung|Khoa/ BM|
798|LNGH23502|Nghiệp vụ hành chính lâm nghiệp|Chính phủ Việt Nam (2013). Nghị định số 157/2013/NĐ-CP của Chính phủ ngày 11/11/2013 về “Quy định xử phạt vi phạm hành chính về quản lý rừng, phát triển rừng, bảo vệ rừng và quản lý lâm sản”.|Chính phủ ngày 11/11/2013 về “Quy định xử phạt vi phạm hành chính về quản lý rừng, phát triển rừng, bảo vệ rừng và quản lý lâm sản”.|Chính phủ Việt Nam|2013||Tk|internet|internet|
799|LNGH23502|Nghiệp vụ hành chính lâm nghiệp|Chính phủ Việt Nam (2015). Nghị định số 40/2015/NĐ-CP ngày 27/4/2015 sửa đổi, bổ sung một số điều Nghị định số 157/2013/NĐ-CP ngày 11/11/2013|Nghị định số 40/2015/NĐ-CP ngày 27/4/2015 sửa đổi, bổ sung một số điều Nghị định số 157/2013/NĐ-CP ngày 11/11/2013|Chính phủ Việt Nam|2015||Tk|Internet|Internet|
800|LNGH23702|Nông lâm kết hợp|Lê Quang Vĩnh (2013), Giáo trình Nông lâm kết hợp, Nhà xất bản Nông nghiệp, Hà Nội.TT TTTV.|Giáo trình Nông lâm kết hợp|Lê Quang Vĩnh |2013|Nhà xất bản Nông nghiệp, Hà Nội.|bb|Đã có|TTTT-TV|
801|LNGH23702|Nông lâm kết hợp|Chương trình hỗ trợ lâm nghiệp xã hội (2002), Bài giảng Nông lâm kết hợp, Hà Nội. Tủ sách bộ môn LNXH.|Bài giảng Nông lâm kết hợp|Chương trình hỗ trợ lâm nghiệp xã hội |2002|Hà Nội.|tk|Phải nộp|Khoa/ BM|"TTTT-TV có: Bài giảng nông lâm kết hợp : Dùng cho sinh viên chuyên ngành lâm nghiệp / Phạm Đức Tuấn, Phạm Xuân Hoàn. - Hà Nội : Đại học Lâm nghiệp, 1992. - 86tr. : Minh họa ; 27cm.  Chi tiết 
2. Bài giảng nông lâm kết hợp / Đoàn Văn Điếm. - Hà nội : Khoa học tự nhiên và công nghệ, 2010. - 158tr ; 27cm  Chi tiết"
802|LNGH23702|Nông lâm kết hợp|Cục Khuyến nông và Khuyến lâm (1996), Công nghệ canh tác nông lâm kết hợp, NXB Nông Nghiệp, Hà Nội.TT TTTV.|Công nghệ canh tác nông lâm kết hợp|Cục Khuyến nông và Khuyến lâm|1996|Nhà xất bản Nông nghiệp, Hà Nội.|tk|Đổi tài liệu|Không có|
803|LNGH23702|Nông lâm kết hợp|Nguyễn Tử Siêm – Thái Phiên (1999), Đất đồi núi Việt Nam – Thoái hóa và phục hồi, NXB Nông Nghiệp, Hà Nội. TT TTTV.|Đất đồi núi Việt Nam – Thoái hóa và phục hồi|Nguyễn Tử Siêm – Thái Phiên |1999|Nhà xất bản Nông nghiệp, Hà Nội.|tk|Đã có|TTTT-TV|
804|LNGH23702|Nông lâm kết hợp|Nguyễn Văn Trương (1985), Kiến tạo các mô hình nông lâm kết hợp, NXB Nông Nghiệp, Hà Nôi.TT TTTV.|Kiến tạo các mô hình nông lâm kết hợp|Nguyễn Văn Trương |1985|Nhà xất bản Nông nghiệp, Hà Nội.|tk|Đã có|TTTT-TV|
805|LNGH23702|Nông lâm kết hợp|Nguyễn Ngọc Bình, Phạm Đức Tuấn (2005), Kỹ thuật canh tác Nông Lâm kết hợp ở Việt Nam, NXB Nông Nghiệp, Hà Nội. TT TTTV.|Kỹ thuật canh tác Nông Lâm kết hợp ở Việt Nam|Nguyễn Ngọc Bình, Phạm Đức Tuấn|2005|Nhà xất bản Nông nghiệp, Hà Nội.|tk|Đã có|TTTT-TV|
806|LNGH23702|Nông lâm kết hợp|Lê Trọng (1993), Phát triển và quản lý trang trại trong kinh tế thị trường, NXB Nông Nghiệp, Hà Nội.TT TTTV.|Phát triển và quản lý trang trại trong kinh tế thị trường|Lê Trọng |1993|Nhà xất bản Nông nghiệp, Hà Nội.|tk|Đã có|TTTT-TV|
807|LNGH23702|Nông lâm kết hợp|Nguyễn Xuân Quát (1996), Sử dụng đất tổng hợp và bền vững, NXB Nông Nghiệp, Hà Nội. TT TTTV.|Sử dụng đất tổng hợp và bền vững|Nguyễn Xuân Quát|1996|Nhà xất bản Nông nghiệp, Hà Nội.|tk|Đã có|TTTT-TV|
808|LNGH23802|Phòng và chống cháy rừng|Bài giảng Phòng chống cháy rừng, biên soạn Nguyễn Thị Thương, Trường Đại học Nông lâm.|Bài giảng Phòng chống cháy rừng|Nguyễn Thị Thương,||Trường Đại học Nông lâm.|Bb|Đang bổ sung|Khoa/ BM|
809|LNGH23802|Phòng và chống cháy rừng|Giáo trình Lửa rừng. Tác giả Bế Minh Châu - Phùng Văn Khoa, Nxb Nông nghiệp, Hà Nội, 2002.|Giáo trình Lửa rừng.| Tác giả Bế Minh Châu - Phùng Văn Khoa,  |2002|Nxb Nông nghiệp, Hà Nội,|Bb|Đổi tài liệu|Không có|
810|LNGH23802|Phòng và chống cháy rừng|Giáo trình Quản lý bảo vệ rừng, tập 1, Tác giả Trần Văn Mão (Chủ biên), Đại học Lâm nghiệp, 1992. Bộ môn quản lý tài nguyên rừng và môi trường.|Giáo trình Quản lý bảo vệ rừng, tập 1|Trần Văn Mão (Chủ biên)|1992|Đại học Lâm nghiệp|Bb|Đã có|TTTT-TV|
811|LNGH23802|Phòng và chống cháy rừng|Cẩm nang ngành lâm nghiệp Chương phòng cháy và chữa cháy rừng. Bộ Nông nghiệp và Phát triển nông thôn, 2004. Bộ môn Quản lý tài nguyên rừng và môi trường. Mạng Internet.|Cẩm nang ngành lâm nghiệp Chương phòng cháy và chữa cháy rừng.|Bộ Nông nghiệp và Phát triển nông thôn|2004||Tk|Đã có|TTTT-TV|
812|LNGH23802|Phòng và chống cháy rừng|Luật bảo vệ và phát triển rừng năm 2004.|Luật bảo vệ và phát triển rừng năm 2004.||2004||Tk|Đã có|TTTT-TV|
813|LNGH24002|Quản lý tài nguyên thiên nhiên|Nguyễn Thị Hồng Mai, Trần Thanh Đức, 2017. Bài giảng quản lý tài nguyên thiên nhiên, Trường Đại học Nông Lâm Huế.(Nơi lưu trữ: Bộ môn LNXH).|Bài giảng quản lý tài nguyên thiên nhiên|Nguyễn Thị Hồng Mai, Trần Thanh Đức|2017|Trường Đại học Nông Lâm Huế|bb|Đang bổ sung|Khoa/ BM|
814|LNGH24002|Quản lý tài nguyên thiên nhiên|Trần Thanh Đức (chủ biên), Nguyễn Phúc Khoa (2014), Giáo trình Đất Việt Nam và xây dựng bản đồ đất, Nhà xuất bản Đại học Huế. (Nơi lưu trữ: Khoa Tài nguyên Đất và Môi trường)|Giáo trình Đất Việt Nam và xây dựng bản đồ đất|Trần Thanh Đức (chủ biên), Nguyễn Phúc Khoa |2014|Nhà xuất bản Đại học Huế.|tk|Đã có|TTTT-TV|
815|LNGH24002|Quản lý tài nguyên thiên nhiên|Lê Văn Khoa và cộng sự (2001), Khoa học môi trường, Nhà xuất bản Giáo dục, Hà Nội. (Nơi lưu trữ: Khoa Tài nguyên Đất và Môi trường).|Khoa học môi trường|Lê Văn Khoa và cộng sự |2001|Nhà xuất bản Giáo dục, Hà Nội.|tk|Đã có|TTTT-TV|TTTT-TV - 2003
816|LNGH24002|Quản lý tài nguyên thiên nhiên|Ngô Trí Dũng, 2017. Quản lý rừng bền vững. Viện Tài nguyên và Môi trường – Đại học Huế. (Nơi lưu trữ: Khoa Tài nguyên Đất và Môi trường).|Quản lý rừng bền vững.| Ngô Trí Dũng|2017|Viện Tài nguyên và Môi trường – Đại học Huế. |tk|Đang bổ sung|Khoa/ BM|
817|LNGH24102|Quản lý và sử dụng đất lâm nghiệp|Đỗ Đình Sâm, Nguyễn Ngọc Bình (2000), Đánh giá tiềm năng sản xuất đất lâm nghiệp Việt Nam, NXB Nông nghiệp, Hà Nội, TT TT-TV|Đánh giá tiềm năng sản xuất đất lâm nghiệp Việt Nam,| Đỗ Đình Sâm, Nguyễn Ngọc Bình|2000| NXB Nông nghiệp, Hà Nội,|Bb|Đã có|TTTT-TV|
818|LNGH24102|Quản lý và sử dụng đất lâm nghiệp|Dương Viết Tình (2010), Giáo trình quản lý đất lâm nghiệp, NXB Nông nghiệp, Hà Nội, TT TT-TV|Giáo trình quản lý đất lâm nghiệp,|Dương Viết Tình|2010|NXB Nông nghiệp, Hà Nội|Bb|Đã có|TTTT-TV|
819|LNGH24102|Quản lý và sử dụng đất lâm nghiệp|Dương Viết Tình (1998), Bài giảng đất lâm nghiệp, NXB Đại học Huế, TTTT-TV|Bài giảng đất lâm nghiệp|Dương Viết Tình|1998|Nxb Đại học Huế|Tk|Đang bổ sung|Khoa/ BM|
820|LNGH24102|Quản lý và sử dụng đất lâm nghiệp|Đỗ Đình Sâm, Ngô Đình Quế, Vũ Tấn Phương (2005), Cẩm nang đánh giá đất phục vụ trồng rừng, NXB Khoa học và kỹ thuật, Hà Nội, TTTT-TV|Cẩm nang đánh giá đất phục vụ trồng rừng|Đỗ Đình Sâm, Ngô Đình Quế, Vũ Tấn Phương |2005|XB Khoa học và kỹ thuật, Hà Nội, |tk|Đã có|TTTT-TV|
821|LNGH24302|Sinh thái rừng|Bài giảng sinh thái rừng|Bài giảng sinh thái rừng||||Bb|Đang bổ sung|Khoa/ BM|
822|LNGH24302|Sinh thái rừng|Giáo trình sinh thái rừng|Giáo trình sinh thái rừng||||Bb|Đã có|TTTT-TV| Sinh thái rừng : Giáo trình đại học lâm nghiệp / Hoàng Kim Ngũ, Phùng Ngọc Lan. - Hà Nội : Nông nghiệp, 1998. - 178tr. : minh họa ; 27cm.
823|LNGH24302|Sinh thái rừng|không kể số lượng, ít nhất 1-2 tài liệu, nhưng phải có ở Trung tâm thông tin thư viện, Khoa)|(không kể số lượng, ít nhất 1-2 tài liệu, nhưng phải có ở Trung tâm thông tin thư viện, Khoa)||||Tk|Ko bàn|ko nêu cụ thể|
824|LNGH24902|Thống kê ứng dụng trong lâm nghiệp|TS. Hồ Thanh Hà (2016). Bài giảng Thống kê ứng dụng trong Lâm nghiệp (tài liệu lưu hành nội bộ).|Bài giảng Thống kê ứng dụng trong Lâm nghiệp (tài liệu lưu hành nội bộ).|TS. Hồ Thanh Hà|2016||Bb|Đang bổ sung|Khoa/ BM|
825|LNGH24902|Thống kê ứng dụng trong lâm nghiệp|GS.TS. Nguyễn Hải Tuất, PGS.TS. Ngô Kim Khôi (2009) – Thống kê Sinh học - Nhà xuất bản Nông nghiệp.|Thống kê Sinh học|GS.TS. Nguyễn Hải Tuất, PGS.TS. Ngô Kim Khôi|2009|Nhà xuất bản Nông nghiệp.|Bb|Đã có|TTTT-TV|
826|LNGH24902|Thống kê ứng dụng trong lâm nghiệp|PGS.TS. Bảo Huy (2009) – Thống kê tin học trong quản lý tài nguyên thiên nhiên – Trường Đại học Tây Nguyên|Thống kê tin học trong quản lý tài nguyên thiên nhiên|PGS.TS. Bảo Huy|2009| Trường Đại học Tây Nguyên |Tk|Đặt mua|Không có|
827|LNGH24902|Thống kê ứng dụng trong lâm nghiệp|Ngô Kim Khôi (1998)- Thống kê toán học trong lâm nghiệp- Nhà xuất bản Nông nghiệp.|Thống kê toán học trong lâm nghiệp|Ngô Kim Khôi|1998|Nhà xuất bản Nông nghiệp.|Tk|Đã có|TTTT-TV|
828|LNGH24902|Thống kê ứng dụng trong lâm nghiệp|Ngô Kim Khôi, Nguyễn Hải Tuất, Nguyễn Văn Tuấn (2001) – Tin học ứng dụng trong lâm nghiệp – Nhà xuất bản Nông nghiệp|Tin học ứng dụng trong lâm nghiệp|Ngô Kim Khôi, Nguyễn Hải Tuất, Nguyễn Văn Tuấn |2001|Nhà xuất bản Nông nghiệp.|Tk|Đổi tài liệu|Không có|
829|LNGH25302|Thực vật rừng|Nguyễn Hợi, Lê Thái Hùng, Võ Thị Minh Phương. 2015. Bài giảng Thực vật rừng. Trường Đại học Nông Lâm Huế. Huế|Bài giảng Thực vật rừng|Nguyễn Hợi, Lê Thái Hùng, Võ Thị Minh Phương|2015|Trường Đại học Nông Lâm Huế. Huế|Bb|Đang bổ sung|Khoa/ BM|
830|LNGH25302|Thực vật rừng|Lê Mộng Chân, Lê Thị Huyền. 2000. Thực vật rừng (Giáo trình trường ĐH Lâm nghiệp). NXB Nông nghiệp, Hà Nội.|Thực vật rừng (Giáo trình trường ĐH Lâm nghiệp)|Lê Mộng Chân, Lê Thị Huyền. |2000|NXB Nông nghiệp, Hà Nội.|Bb|Đổi tài liệu|Không có|
831|LNGH25302|Thực vật rừng|Nguyễn Tiến Bân (1997). Cẩm nang tra cứu và nhận biết các họ thực vật hạt kín ở Việt Nam. NXB Nông nghiệp. Hà Nội.|Cẩm nang tra cứu và nhận biết các họ thực vật hạt kín ở Việt Nam|Nguyễn Tiến Bân |1997| NXB Nông nghiệp. Hà Nội.|Tk|Đã có|TTTT-TV|
832|LNGH25302|Thực vật rừng|Phạm Hoàng Hộ (2003). Cây cỏ Việt Nam (tập 1, 2, 3). NXB Trẻ. TP Hồ Chí Minh|Cây cỏ Việt Nam (tập 1, 2, 3).|Phạm Hoàng Hộ|2003|NXB Trẻ. TP Hồ Chí Minh|Tk|Đổi tài liệu|Không có|TTTT-TV - 2000
833|LNGH25302|Thực vật rừng|Võ Văn Chi và Dương Đức Tiến (1978). Phân loại học thực vật: Thực vật bậc cao. NXB Đại học và THCN. Hà Nội.|Phân loại học thực vật: Thực vật bậc cao| Võ Văn Chi và Dương Đức Tiến|1978|NXB Đại học và THCN. Hà Nội.|Tk|Đã có|TTTT-TV|
834|LNGH25501|Tiếp cận nghề |Bộ NN&PTNT (2006). Cẩm nang ngành lâm nghiệp. Chương trình hỗ trợ ngành lâm nghiệp và các đối tác. Website: http://www.vietnamforestry.org.vn/|Cẩm nang ngành lâm nghiệp. Chương trình hỗ trợ ngành lâm nghiệp và các đối tác. Website: http://www.vietnamforestry.org.vn/| Bộ NN&PTNT|2006||Bb|internet|internet|
835|LNGH25501|Tiếp cận nghề |Thủ tướng Chính phủ (2006). Chiến lược phát triển lâm nghiệp Việt Nam giai đoạn 2006 – 2020. Ban hành kèm theo Quyết định số 18/2007/QĐ-TTg ngày 05 tháng 02 năm 2007 của Thủ tướng Chính phủ;|Chiến lược phát triển lâm nghiệp Việt Nam giai đoạn 2006 – 2020. Ban hành kèm theo Quyết định số 18/2007/QĐ-TTg ngày 05 tháng 02 năm 2007 của Thủ tướng Chính phủ;|Thủ tướng Chính phủ|2006||Bb|internet|internet|
836|LNGH25501|Tiếp cận nghề |Quốc hội nước cộng hòa xã hội chủ nghĩa Việt Nam (2007). Luật bảo vệ và phát triển rừng. Luật số 29/2004/QH11 ban hành ngày 03 tháng 12 năm 2012 và có hiệu lực thi hành ngày 01 tháng 04 năm 2005.|Luật bảo vệ và phát triển rừng. Luật số 29/2004/QH11 ban hành ngày 03 tháng 12 năm 2012 và có hiệu lực thi hành ngày 01 tháng 04 năm 2005.|Quốc hội nước cộng hòa xã hội chủ nghĩa Việt Nam|2007||Bb|Đã có|TTTT-TV|
837|LNGH25501|Tiếp cận nghề |Bộ NN&PTNT (2008). Chiến lược nghiên cứu lâm nghiệp Việt Nam đến năm 2020. Ban hành kèm theo Quyết định số 78/2008/QĐ-BNN ngày 01 tháng 07 năm 2008 của Bộ Nông nghiệp và phát triển nông thôn.|Chiến lược nghiên cứu lâm nghiệp Việt Nam đến năm 2020. Ban hành kèm theo Quyết định số 78/2008/QĐ-BNN ngày 01 tháng 07 năm 2008 của Bộ Nông nghiệp và phát triển nông thôn.|Bộ NN&PTNT|2008||Tk|Đã có|TTTT-TV|Chiến lược nghiên cứu lâm nghiệp Việt Nam giai đoạn 2008 - 2020 / Bộ nông nghiệp và phát triển nông thôn. - Hà Nội : Nông nghiệp, 2008. - 99tr. ; 21cm.
838|LNGH25501|Tiếp cận nghề |Trường Đại học Nông Lâm Huế (2012). Khung chương trình đào tạo đại học chuyên ngành lâm nghiệp.|Khung chương trình đào tạo đại học chuyên ngành lâm nghiệp.||2012|Trường Đại học Nông lâm Huế|Tk|Đang bổ sung|Khoa/ BM|
839|LNGH25501|Tiếp cận nghề |Website: http://vanban.chinhphu.vn/portal/page/portal/chinhphu/hethongvanban?class_id=1&_page=54&mode=detail&document_id=76317;|Website: http://vanban.chinhphu.vn/portal/page/portal/chinhphu/hethongvanban?class_id=1&_page=54&mode=detail&document_id=76317;||||Tk|internet|internet|
840|LNGH25702|Tổ chức và quản lý các loại rừng|Trần Văn Mão (Chủ biên), Quản lý bảo vệ rừng, tập 1, Giáo trình – Trường Đại học Lâm nghiệp, 1992.|Quản lý bảo vệ rừng, tập 1|Trần Văn Mão (Chủ biên)|1992| Giáo trình – Trường  Đại học Lâm nghiệp|Bb|Đã có|TTTT-TV|
841|LNGH25702|Tổ chức và quản lý các loại rừng|Trần Minh Đức. Tổ chức và quản lý các loại rừng. Bài giảng, Trường Đại học Nông Lâm Huế, 2016.|Tổ chức và quản lý các loại rừng|Trần Minh Đức|2016|Bài giảng, Trường Đại học Nông Lâm Huế, 2016.|Bb|Đang bổ sung|Khoa/ BM|
842|LNGH25702|Tổ chức và quản lý các loại rừng|"Các Nghị định của Chính phủ
Nghị định 117/2010/NĐ-CP của Chính phủ về Tổ chức và quản lý hệ thống rừng đặc dụng
  Nghị định 99/2010/NĐ-CP của Chính phủ về Chi trả dịch vụ môi trường rừng 
Nghị định 64/2010/NĐ-CP của Chính phủ về Quản lý cây xanh đô thị 
Nghị định 05/2008/NĐ-CP của Chính phủ về Quỹ bảo vệ và phát tirển rừng
 Nghị định 200/2004/NĐ-CP của Chính phủ về sắp xếp, đổi mới và phát triển lâm trường quốc doanh
"|"Các Nghị định của Chính phủ
Nghị định 117/2010/NĐ-CP của Chính phủ về Tổ chức và quản lý hệ thống rừng đặc dụng
  Nghị định 99/2010/NĐ-CP của Chính phủ về Chi trả dịch vụ môi trường rừng 
Nghị định 64/2010/NĐ-CP của Chính phủ về Quản lý cây xanh đô thị 
Nghị định 05/2008/NĐ-CP của Chính phủ về Quỹ bảo vệ và phát tirển rừng
 Nghị định 200/2004/NĐ-CP của Chính phủ về sắp xếp, đổi mới và phát triển lâm trường quốc doanh
"||||Tk|internet|internet|
843|LNGH25702|Tổ chức và quản lý các loại rừng|"Các Quyết định của Thủ tướng Chính phủ
 Quyết định số 38/2016/QĐ-TTg của Thủ tướng Chính phủ về việc ban hành một số chính sách bảo vệ, phát triển rừng và đầu tư hỗ trợ kết cấu hạ tầng, giao nhiệm vụ công ích đối với các công ty nông, lâm nghiệp
 Quyết định số 120/2015/QĐ-TTg của Thủ tướng Chính phủ về việc Phê duyệt “Đề án bảo vệ và phát triển rừng ven biển ứng phó với biến đổi khí hậu giai đoạn 2014 - 2020”
 Quyết định số: 17/2015/QĐ-TTg của Thủ tướng Chính phủ ban hành Quy chế quản lý rừng phòng hộ
 Quyết định số 57/2012/QĐ-TTg của Thủ tướng Chính phủ Phê duyệt Kế hoạch bảo vệ và phát triển rừng giai đoạn 2011 – 2020
 Quyết định số 07/2012/QĐ-TTg của Thủ tướng Chính phủ ban hành một số chính sách tăng cường công tác bảo vệ rừng.
 Quyết định số 18/2007/QĐ-TTg của Thủ tướng Chính phủ về Phê duyệt Chiến lược phát triển lâm nghiệp giai đoạn 2006-2020.
"|"Các Quyết định của Thủ tướng Chính phủ
 Quyết định số 38/2016/QĐ-TTg của Thủ tướng Chính phủ về việc ban hành một số chính sách bảo vệ, phát triển rừng và đầu tư hỗ trợ kết cấu hạ tầng, giao nhiệm vụ công ích đối với các công ty nông, lâm nghiệp
 Quyết định số 120/2015/QĐ-TTg của Thủ tướng Chính phủ về việc Phê duyệt “Đề án bảo vệ và phát triển rừng ven biển ứng phó với biến đổi khí hậu giai đoạn 2014 - 2020”
 Quyết định số: 17/2015/QĐ-TTg của Thủ tướng Chính phủ ban hành Quy chế quản lý rừng phòng hộ
 Quyết định số 57/2012/QĐ-TTg của Thủ tướng Chính phủ Phê duyệt Kế hoạch bảo vệ và phát triển rừng giai đoạn 2011 – 2020
 Quyết định số 07/2012/QĐ-TTg của Thủ tướng Chính phủ ban hành một số chính sách tăng cường công tác bảo vệ rừng.
 Quyết định số 18/2007/QĐ-TTg của Thủ tướng Chính phủ về Phê duyệt Chiến lược phát triển lâm nghiệp giai đoạn 2006-2020.
"||||Tk|internet|internet|
